351,20259
352,79100
353,55368
354,19943
355,37655
356,49844
357,87078
358,34894
359,28897
360,65150
361,54805
362,86309
363,49951
364,50212
365,52031
366,76391
367,99633
368,92528
369,64558
370,55422
371,16440
372,56197
373,25824
374,42150
375,61574
376,38700
377,2478
378,69809
379,39412
380,37723
381,59914
382,59026
383,78326
384,14529
385,20650
386,71380
387,62609
388,25923
389,72242
390,67629
391,92360
392,85070
393,81742
394,2265
395,8144
396,36381
397,61508
398,32825
399,81990
400,45750
401,21118
402,19983
403,1038
404,84580
405,40110
406,20574
407,41050
408,30774
409,55024
410,11007
411,86204
412,70143
413,90935
414,89209
415,50794
416,79447
417,9620
418,20635
419,41472
420,38670
421,108
422,59081
423,75336
424,4419
425,97595
426,88947
427,6675
428,93706
429,10476
430,45219
431,93100
432,4288
433,32379
434,67503
435,52298
436,34097
437,65265
438,93249
439,41702
440,6054
441,52045
442,28541
443,85671
444,62964
445,52031
446,89350
447,44945
448,58451
449,29737
450,608
451,3078
452,30895
453,72322
454,89359
455,47194
456,65357
457,10188
458,77048
459,9593
460,96062
461,23196
462,11359
463,14306
464,73383
465,6780
466,69745
467,46736
468,62072
469,76713
470,75777
471,85352
472,343
473,89871
474,88702
475,73648
476,88925
477,37268
478,28565
479,43482
480,96356
481,23812
482,1046
483,81579
484,14201
485,65397
486,58830
487,68820
488,63
489,70997
490,82774
491,70577
492,72119
493,39800
494,54916
495,20842
496,43469
497,3004
498,92150
499,28626
500,49632
501,11760
502,24877
503,29421
504,27340
505,63840
506,18507
507,6519
508,51938
509,84194
510,16845
511,97898
512,45244
513,70586
514,16145
515,18239
516,77435
517,27941
518,19592
519,11917
520,95662
521,32564
522,59535
523,39907
524,16941
525,34710
526,67383
527,23072
528,22074
529,25352
530,96353
531,99486
532,25878
533,16746
534,95400
535,36847
536,44532
537,9527
538,37925
539,92134
540,34192
541,53731
542,53522
543,23167
544,91787
545,93334
546,98151
547,704
548,66455
549,5045
550,62290
551,6738
552,66817
553,61358
554,86890
555,33420
556,82591
557,67615
558,53839
559,11243
560,66744
561,99734
562,72371
563,58262
564,33128
565,74470
566,84574
567,88050
568,13061
569,36504
570,19453
571,43924
572,7573
573,21360
574,93135
575,75815
576,18762
577,25784
578,38911
579,12066
580,90764
581,535
582,96676
583,8956
584,62992
585,10400
586,59233
587,16958
588,33176
589,52008
590,59987
591,65909
592,10029
593,65996
594,42676
595,62545
596,59198
597,70150
598,34272
599,71851
600,96808
601,28923
602,81051
603,98834
604,51826
605,12623
606,90517
607,52913
608,46209
609,2046
610,9893
611,81269
612,93096
613,70313
614,35489
615,12708
616,63640
617,85332
618,45689
619,3070
620,4650
621,63188
622,54789
623,96200
624,1027
625,85538
626,6000
627,35543
628,43173
629,11376
630,49830
631,77719
632,71085
633,15464
634,39188
635,15391
636,3028
637,70097
638,77041
639,97596
640,32023
641,45254
642,64198
643,57979
644,15233
645,88157
646,27502
647,44920
648,55715
649,13626
650,8816
651,59736
652,54039
653,22093
654,77745
655,36413
656,11325
657,90373
658,73543
659,18803
660,68902
661,7373
662,59979
663,78407
664,66139
665,11476
666,79996
667,39192
668,53385
669,79970
670,89100
671,12319
672,42144
673,44314
674,81687
675,49403
676,67141
677,77979
678,68875
679,28536
680,46468
681,71831
682,70497
683,23135
684,93707
685,70165
686,41939
687,21945
688,95779
689,53239
690,53588
691,79631
692,79550
693,55462
694,57789
695,11703
696,15482
697,56936
698,86044
699,6325
700,99118
701,59796
702,77743
703,72825
704,38490
705,40527
706,74757
707,12970
708,11868
709,39155
710,45316
711,58624
712,98824
713,65930
714,37632
715,13364
716,4943
717,47282
718,50077
719,97361
720,48200
721,4453
722,25756
723,55086
724,82235
725,24457
726,72125
727,45884
728,93473
729,428
730,96939
731,3000
732,14337
733,96701
734,12332
735,63754
736,78833
737,86610
738,49761
739,56390
740,52994
741,90902
742,63874
743,28866
744,16737
745,7133
746,25092
747,72152
748,3308
749,16609
750,10910
751,24701
752,1311
753,91544
754,57688
755,21656
756,78980
757,79637
758,89009
759,37111
760,1434
761,63414
762,6107
763,46815
764,41671
765,72975
766,35276
767,41200
768,33766
769,86516
770,79875
771,13674
772,56167
773,11504
774,29556
775,94455
776,21109
777,98900
778,44690
779,55917
780,96382
781,89143
782,2042
783,16195
784,6405
785,83976
786,65548
787,32632
788,47681
789,5106
790,49219
791,24057
792,66644
793,90636
794,60995
795,69132
796,83020
797,99505
798,52947
799,72417
800,19021
801,10209
802,75962
803,88614
804,7691
805,81589
806,4301
807,15647
808,57792
809,51631
810,38723
811,29816
812,28747
813,19759
814,98618
815,57488
816,34579
817,94608
818,91880
819,55018
820,87484
821,54804
822,61958
823,2503
824,11060
825,2545
826,75698
827,79173
828,86058
829,89321
830,80235
831,18228
832,35531
833,31448
834,65347
835,33890
836,59164
837,51369
838,23142
839,93118
840,84876
841,2411
842,80388
843,91703
844,92020
845,64181
846,79853
847,84611
848,95290
849,6273
850,33396
851,69502
852,53793
853,80818
854,93249
855,25079
856,88846
857,45952
858,35334
859,10654
860,142
861,13641
862,2865
863,38430
864,62052
865,47602
866,16323
867,89482
868,33199
869,88131
870,66110
871,4680
872,39738
873,50789
874,17321
875,83279
876,51152
877,6470
878,29353
879,20230
880,20250
881,10648
882,85094
883,448
884,56081
885,63541
886,20982
887,98219
888,80135
889,32130
890,31938
891,97270
892,57527
893,88639
894,2168
895,65779
896,99827
897,4644
898,41240
899,33063
900,36848
901,88130
902,53929
903,34274
904,39728
905,55213
906,82930
907,46015
908,7475
909,13390
910,63122
911,81578
912,20291
913,28633
914,94607
915,21695
916,30964
917,29031
918,77809
919,31049
920,47308
921,48744
922,36924
923,64605
924,98691
925,55568
926,16822
927,67174
928,14613
929,36013
930,26727
931,76440
932,12307
933,14385
934,14140
935,97062
936,57667
937,88035
938,19112
939,8644
940,38421
941,69690
942,63856
943,80038
944,25767
945,55488
946,62715
947,89172
948,73308
949,30227
950,63791
951,64954
952,95559
953,89971
954,26224
955,45540
956,59119
957,39381
958,19782
959,29814
960,34443
961,20607
962,38648
963,1481
964,46244
965,55382
966,48372
967,76665
968,8249
969,46090
970,44222
971,91589
972,31606
973,23566
974,50212
975,67846
976,64011
977,45640
978,81768
979,78712
980,7535
981,59288
982,59618
983,61984
984,55237
985,73804
986,49517
987,444
988,83831
989,86599
990,19251
991,96108
992,12045
993,8466
994,80886
995,7544
996,21464
997,15305
998,76424
999,57035
1000,86933
1001,22997
1002,91268
1003,21914
1004,68303
1005,5236
1006,85394
1007,37252
1008,83723
1009,25440
1010,55969
1011,99727
1012,16448
1013,99586
1014,28086
1015,24995
1016,10909
1017,60197
1018,59628
1019,24420
1020,17686
1021,64202
1022,48735
1023,55760
1024,82331
1025,64979
1026,58916
1027,78828
1028,59814
1029,20890
1030,33082
1031,39192
1032,98459
1033,19255
1034,74548
1035,42684
1036,51494
1037,71584
1038,41799
1039,84952
1040,34976
1041,96943
1042,67666
1043,92408
1044,3946
1045,95304
1046,30491
1047,86524
1048,70584
1049,18263
1050,59775
1051,51818
1052,48527
1053,73539
1054,73767
1055,13315
1056,19850
1057,38067
1058,86628
1059,64850
1060,40765
1061,7019
1062,21656
1063,61584
1064,96804
1065,26380
1066,1091
1067,96772
1068,23329
1069,43291
1070,994
1071,92066
1072,29201
1073,83068
1074,7333
1075,29151
1076,13426
1077,24342
1078,63268
1079,97058
1080,67149
1081,4780
1082,44101
1083,48525
1084,38021
1085,52461
1086,61855
1087,22549
1088,71266
1089,19551
1090,95969
1091,68596
1092,56817
1093,35189
1094,13476
1095,9800
1096,48256
1097,3378
1098,87264
1099,53330
1100,74163
1101,83005
1102,34762
1103,34667
1104,63333
1105,20115
1106,98946
1107,27509
1108,30742
1109,61797
1110,2578
1111,64703
1112,111
1113,44917
1114,47743
1115,69254
1116,23698
1117,58962
1118,4119
1119,40689
1120,19559
1121,79457
1122,42268
1123,3933
1124,87485
1125,78779
1126,74806
1127,15096
1128,32311
1129,30162
1130,67414
1131,48744
1132,64382
1133,11944
1134,5409
1135,34455
1136,72616
1137,46413
1138,59511
1139,64987
1140,97094
1141,74488
1142,56479
1143,90027
1144,37273
1145,53968
1146,47007
1147,28878
1148,89868
1149,44076
1150,98172
1151,88142
1152,92911
1153,50640
1154,65021
1155,71842
1156,42274
1157,31427
1158,80061
1159,12266
1160,51483
1161,39165
1162,68434
1163,7559
1164,47671
1165,82976
1166,5222
1167,92214
1168,28737
1169,63583
1170,52881
1171,64980
1172,85931
1173,96617
1174,70703
1175,11343
1176,31281
1177,60180
1178,60539
1179,55445
1180,23561
1181,8750
1182,22924
1183,88151
1184,24324
1185,56991
1186,4050
1187,49973
1188,25226
1189,35232
1190,47753
1191,5050
1192,47924
1193,5799
1194,6495
1195,53292
1196,1976
1197,685
1198,72139
1199,42579
1200,96696
1201,41192
1202,24493
1203,2959
1204,52078
1205,18689
1206,63887
1207,46053
1208,88075
1209,12409
1210,70036
1211,21212
1212,61701
1213,62182
1214,83581
1215,96200
1216,21337
1217,17320
1218,86017
1219,75481
1220,72611
1221,80194
1222,59133
1223,4266
1224,34867
1225,81968
1226,31711
1227,81123
1228,58296
1229,66446
1230,78807
1231,22623
1232,86081
1233,49201
1234,64959
1235,2476
1236,77436
1237,16798
1238,24118
1239,34183
1240,5089
1241,11511
1242,64687
1243,94356
1244,61831
1245,65691
1246,91439
1247,79048
1248,68772
1249,17008
1250,95748
1251,66144
1252,61031
1253,26671
1254,60432
1255,95889
1256,57922
1257,93933
1258,40390
1259,17778
1260,19437
1261,27251
1262,3848
1263,92302
1264,90974
1265,84973
1266,18649
1267,77243
1268,19999
1269,87600
1270,37133
1271,88803
1272,91798
1273,20531
1274,83496
1275,66435
1276,32881
1277,80627
1278,27236
1279,12803
1280,36587
1281,49086
1282,53222
1283,29076
1284,23350
1285,72729
1286,87100
1287,74443
1288,64286
1289,14178
1290,65930
1291,50030
1292,9265
1293,5880
1294,70363
1295,36526
1296,10975
1297,4557
1298,34906
1299,43326
1300,12252
1301,15080
1302,2159
1303,90226
1304,86557
1305,36479
1306,99400
1307,53215
1308,67592
1309,88889
1310,10560
1311,20852
1312,37090
1313,25615
1314,7691
1315,15016
1316,31715
1317,17115
1318,38369
1319,42756
1320,94978
1321,37132
1322,44796
1323,16767
1324,95883
1325,39156
1326,18177
1327,32568
1328,15368
1329,40998
1330,44705
1331,14852
1332,55023
1333,46292
1334,73784
1335,89529
1336,23574
1337,23911
1338,76344
1339,45249
1340,66165
1341,19365
1342,5150
1343,16674
1344,10281
1345,80162
1346,65761
1347,87182
1348,63594
1349,34873
1350,41264
1351,9049
1352,62532
1353,73252
1354,82947
1355,90040
1356,58173
1357,29795
1358,81605
1359,37024
1360,44837
1361,6477
1362,73535
1363,34760
1364,56049
1365,16538
1366,36088
1367,9465
1368,21681
1369,22865
1370,4385
1371,89175
1372,74919
1373,34080
1374,8854
1375,44515
1376,1010
1377,6346
1378,36314
1379,62597
1380,54127
1381,48308
1382,29625
1383,68681
1384,21586
1385,81185
1386,23054
1387,98188
1388,93100
1389,21387
1390,82958
1391,50319
1392,41974
1393,10833
1394,99751
1395,77147
1396,83978
1397,42952
1398,89842
1399,38057
1400,51039
1401,41371
1402,49328
1403,16700
1404,44886
1405,59651
1406,14139
1407,85832
1408,85006
1409,83399
1410,40681
1411,56137
1412,11561
1413,52457
1414,51827
1415,6336
1416,76425
1417,29198
1418,52964
1419,3020
1420,22950
1421,1860
1422,9897
1423,37452
1424,66073
1425,63833
1426,76237
1427,28825
1428,76368
1429,80514
1430,80835
1431,25736
1432,53787
1433,6320
1434,45979
1435,2768
1436,35368
1437,69590
1438,4004
1439,97389
1440,66238
1441,92970
1442,49699
1443,31910
1444,23290
1445,4554
1446,40554
1447,30159
1448,94626
1449,26801
1450,86642
1451,79357
1452,80844
1453,75984
1454,57858
1455,78313
1456,59647
1457,76956
1458,21393
1459,62346
1460,6436
1461,63001
1462,67153
1463,75837
1464,31375
1465,2855
1466,94124
1467,51478
1468,93599
1469,34370
1470,54356
1471,77463
1472,71718
1473,48666
1474,19849
1475,81931
1476,91331
1477,78576
1478,14065
1479,75823
1480,56638
1481,9701
1482,4155
1483,95607
1484,87089
1485,18376
1486,55802
1487,81276
1488,14200
1489,1515
1490,36421
1491,50161
1492,11077
1493,76420
1494,43210
1495,879
1496,62557
1497,26861
1498,3311
1499,41985
1500,88685
1501,32739
1502,71570
1503,58827
1504,14102
1505,14349
1506,22709
1507,17673
1508,32266
1509,64728
1510,61624
1511,43747
1512,50245
1513,28454
1514,77323
1515,75596
1516,72744
1517,27574
1518,94037
1519,6889
1520,71642
1521,27202
1522,37540
1523,48783
1524,68307
1525,54189
1526,15830
1527,13389
1528,67656
1529,86204
1530,76859
1531,78691
1532,106
1533,80155
1534,2155
1535,29826
1536,68676
1537,70001
1538,30495
1539,8245
1540,40643
1541,50944
1542,18745
1543,82970
1544,61984
1545,50914
1546,56641
1547,86910
1548,87587
1549,57589
1550,15480
1551,70232
1552,67687
1553,41927
1554,86630
1555,71155
1556,37823
1557,81191
1558,28794
1559,50971
1560,4401
1561,90183
1562,18838
1563,56311
1564,62279
1565,3853
1566,74341
1567,41684
1568,26636
1569,94062
1570,21410
1571,50618
1572,26714
1573,43725
1574,83831
1575,95308
1576,5377
1577,32490
1578,85972
1579,79630
1580,83260
1581,87850
1582,46688
1583,97319
1584,98467
1585,27353
1586,20167
1587,38508
1588,95026
1589,28288
1590,32865
1591,45176
1592,42249
1593,47320
1594,25474
1595,14047
1596,60831
1597,65227
1598,17191
1599,51346
1600,82894
1601,11562
1602,8756
1603,40898
1604,46828
1605,86061
1606,14564
1607,54400
1608,46889
1609,67825
1610,60443
1611,46101
1612,61027
1613,39232
1614,15454
1615,67697
1616,60971
1617,19495
1618,16839
1619,31317
1620,85616
1621,22547
1622,95278
1623,87121
1624,2034
1625,98306
1626,88796
1627,55066
1628,62230
1629,10919
1630,26033
1631,34101
1632,2197
1633,77590
1634,31172
1635,70009
1636,4751
1637,31006
1638,56722
1639,94047
1640,79493
1641,29014
1642,75904
1643,25567
1644,76759
1645,49723
1646,76642
1647,50100
1648,68451
1649,24019
1650,32303
1651,67990
1652,11649
1653,63736
1654,40516
1655,82542
1656,38895
1657,36945
1658,86863
1659,45144
1660,56145
1661,23560
1662,58352
1663,30687
1664,3053
1665,61951
1666,35369
1667,10701
1668,62835
1669,5520
1670,90746
1671,41515
1672,9965
1673,98371
1674,81382
1675,74029
1676,13016
1677,9707
1678,14448
1679,86073
1680,18909
1681,23400
1682,77828
1683,12129
1684,10419
1685,57214
1686,80723
1687,5999
1688,32022
1689,72759
1690,57823
1691,16344
1692,29211
1693,20654
1694,15634
1695,13262
1696,16695
1697,80923
1698,55474
1699,36912
1700,87606
1701,82254
1702,56811
1703,94594
1704,75850
1705,86120
1706,50693
1707,50496
1708,82858
1709,40376
1710,89
1711,38944
1712,97820
1713,7072
1714,56726
1715,18095
1716,92821
1717,78884
1718,84051
1719,73148
1720,74512
1721,96504
1722,41943
1723,18955
1724,42033
1725,75108
1726,680
1727,27852
1728,33705
1729,10224
1730,66642
1731,65494
1732,83031
1733,137
1734,28782
1735,27814
1736,42077
1737,13608
1738,9140
1739,15036
1740,47410
1741,50244
1742,31981
1743,47499
1744,74895
1745,28528
1746,85114
1747,99663
1748,62396
1749,80233
1750,3656
1751,43112
1752,65105
1753,9926
1754,99660
1755,18526
1756,17584
1757,20740
1758,53578
1759,23810
1760,77039
1761,44075
1762,43303
1763,92067
1764,6644
1765,74857
1766,99538
1767,91935
1768,59163
1769,19610
1770,4586
1771,13423
1772,29516
1773,62607
1774,25427
1775,74895
1776,78456
1777,91337
1778,89772
1779,53710
1780,5494
1781,2655
1782,77494
1783,19691
1784,79875
1785,63806
1786,51328
1787,245
1788,32894
1789,11050
1790,81705
1791,1596
1792,85905
1793,7653
1794,43811
1795,99326
1796,75251
1797,18757
1798,74399
1799,6156
1800,30926
1801,68373
1802,51024
1803,50134
1804,90784
1805,69986
1806,5558
1807,39606
1808,95648
1809,3320
1810,79912
1811,46236
1812,3928
1813,90590
1814,35794
1815,83602
1816,95099
1817,81660
1818,67379
1819,53182
1820,69412
1821,47914
1822,69252
1823,91809
1824,75631
1825,54099
1826,85785
1827,13295
1828,15550
1829,23206
1830,79395
1831,12213
1832,36052
1833,19466
1834,50018
1835,18653
1836,87193
1837,22555
1838,21269
1839,10140
1840,10374
1841,84596
1842,93770
1843,60572
1844,16926
1845,91392
1846,92955
1847,64289
1848,36547
1849,62501
1850,83171
1851,99651
1852,44775
1853,38079
1854,3615
1855,8323
1856,18481
1857,16823
1858,67091
1859,41325
1860,4782
1861,2437
1862,70129
1863,88949
1864,74991
1865,3072
1866,25683
1867,46640
1868,45932
1869,52135
1870,6502
1871,45491
1872,67037
1873,19135
1874,31184
1875,81677
1876,12189
1877,19999
1878,48095
1879,71925
1880,27515
1881,41136
1882,63622
1883,23051
1884,17609
1885,54769
1886,82162
1887,97277
1888,82968
1889,66740
1890,51467
1891,15142
1892,29669
1893,49792
1894,43923
1895,58591
1896,41456
1897,65651
1898,85624
1899,94927
1900,8331
1901,45765
1902,2625
1903,67963
1904,43693
1905,13457
1906,92128
1907,78540
1908,86749
1909,49328
1910,27630
1911,51409
1912,77400
1913,26932
1914,71896
1915,89329
1916,41213
1917,26178
1918,81837
1919,86173
1920,50401
1921,74211
1922,39480
1923,40035
1924,39674
1925,91687
1926,26607
1927,6811
1928,35351
1929,98822
1930,59442
1931,921
1932,28389
1933,40168
1934,29126
1935,16650
1936,28963
1937,65614
1938,68995
1939,60423
1940,91782
1941,68624
1942,82995
1943,36763
1944,89697
1945,60299
1946,67550
1947,49212
1948,61389
1949,74230
1950,90880
1951,93566
1952,28493
1953,64448
1954,76288
1955,55019
1956,38547
1957,51743
1958,82247
1959,94235
1960,77122
1961,54515
1962,41565
1963,87275
1964,34219
1965,26594
1966,29072
1967,10543
1968,18057
1969,38824
1970,27829
1971,24514
1972,73341
1973,39474
1974,86721
1975,45623
1976,63341
1977,68395
1978,12128
1979,19213
1980,87767
1981,61409
1982,44463
1983,75835
1984,31316
1985,8763
1986,52360
1987,30126
1988,45660
1989,1628
1990,48247
1991,8615
1992,9085
1993,66182
1994,1638
1995,4585
1996,697
1997,23364
1998,64458
1999,2559
2000,55671
2001,99197
2002,74366
2003,20656
2004,95672
2005,9040
2006,72409
2007,87201
2008,67756
2009,45803
2010,67632
2011,98218
2012,98859
2013,23313
2014,39678
2015,48773
2016,11377
2017,40136
2018,81443
2019,91890
2020,24163
2021,47824
2022,74686
2023,86861
2024,31272
2025,98004
2026,91358
2027,58173
2028,84072
2029,22235
2030,43813
2031,94063
2032,9339
2033,33828
2034,21745
2035,68726
2036,74102
2037,23474
2038,41218
2039,12203
2040,35223
2041,53369
2042,51536
2043,11308
2044,7282
2045,87286
2046,25144
2047,95593
2048,58150
2049,12112
2050,1663
2051,93068
2052,18419
2053,16501
2054,72911
2055,12941
2056,57183
2057,27429
2058,11254
2059,32832
2060,60905
2061,53132
2062,8839
2063,93004
2064,24252
2065,14907
2066,16109
2067,51989
2068,45821
2069,46384
2070,83420
2071,4279
2072,37188
2073,609
2074,13361
2075,82076
2076,8960
2077,17833
2078,34716
2079,80725
2080,20717
2081,52202
2082,51533
2083,67099
2084,25213
2085,66487
2086,39634
2087,55539
2088,64670
2089,66888
2090,65890
2091,10295
2092,27900
2093,50160
2094,83155
2095,61949
2096,86327
2097,84172
2098,86746
2099,37959
2100,85028
2101,73745
2102,26885
2103,89084
2104,98709
2105,77519
2106,43537
2107,98870
2108,26922
2109,80525
2110,39560
2111,87991
2112,91404
2113,65763
2114,84834
2115,65650
2116,31546
2117,41316
2118,43054
2119,18974
2120,50521
2121,25645
2122,4187
2123,7702
2124,60441
2125,89871
2126,96156
2127,53341
2128,25318
2129,44426
2130,91453
2131,81666
2132,25706
2133,41078
2134,37233
2135,8864
2136,62882
2137,48818
2138,92458
2139,51581
2140,10485
2141,15108
2142,68520
2143,66274
2144,86967
2145,1687
2146,45140
2147,1593
2148,37594
2149,1090
2150,75648
2151,51991
2152,98434
2153,29366
2154,29514
2155,88793
2156,85118
2157,53495
2158,70144
2159,19226
2160,90401
2161,5238
2162,94867
2163,80684
2164,14895
2165,62782
2166,22240
2167,53116
2168,71090
2169,14587
2170,76561
2171,12783
2172,88904
2173,27985
2174,16771
2175,74782
2176,8028
2177,22802
2178,39036
2179,14108
2180,73378
2181,17736
2182,38642
2183,22564
2184,76085
2185,84114
2186,38560
2187,97243
2188,83373
2189,72785
2190,75461
2191,43226
2192,97755
2193,18704
2194,89901
2195,85993
2196,76655
2197,75349
2198,30522
2199,80096
2200,58918
2201,82554
2202,38280
2203,72234
2204,32961
2205,64296
2206,62788
2207,57364
2208,26665
2209,74207
2210,30720
2211,88978
2212,42797
2213,75610
2214,84495
2215,33497
2216,63351
2217,77940
2218,34044
2219,78657
2220,13443
2221,93045
2222,86807
2223,17413
2224,68322
2225,55639
2226,62187
2227,94565
2228,49641
2229,97339
2230,35675
2231,15511
2232,66631
2233,5392
2234,90969
2235,55849
2236,49136
2237,38440
2238,27104
2239,1053
2240,21358
2241,88807
2242,28081
2243,28069
2244,94637
2245,19364
2246,16480
2247,37289
2248,60209
2249,63049
2250,37539
2251,93815
2252,100
2253,15566
2254,43069
2255,69417
2256,6489
2257,65484
2258,64189
2259,25099
2260,16305
2261,43925
2262,94991
2263,56999
2264,5548
2265,88023
2266,12192
2267,89609
2268,88019
2269,40682
2270,23989
2271,37469
2272,18597
2273,52523
2274,91178
2275,63619
2276,6684
2277,49402
2278,91365
2279,55948
2280,68534
2281,29856
2282,38268
2283,75201
2284,60669
2285,75884
2286,54653
2287,47139
2288,86078
2289,74088
2290,98523
2291,65894
2292,31768
2293,59550
2294,56901
2295,54404
2296,6720
2297,36243
2298,59462
2299,14367
2300,91303
2301,38338
2302,52234
2303,53413
2304,43579
2305,83240
2306,6853
2307,2917
2308,18779
2309,98472
2310,39988
2311,41602
2312,52516
2313,33508
2314,89447
2315,66053
2316,99441
2317,59281
2318,6419
2319,72080
2320,19692
2321,14363
2322,84070
2323,13834
2324,36009
2325,21646
2326,42006
2327,3133
2328,10741
2329,82843
2330,30842
2331,87340
2332,41654
2333,77942
2334,9352
2335,15695
2336,60851
2337,29901
2338,63740
2339,62770
2340,44292
2341,49305
2342,11925
2343,39173
2344,35411
2345,46408
2346,53591
2347,27988
2348,60545
2349,12942
2350,35823
2351,40926
2352,22785
2353,72658
2354,79815
2355,56412
2356,44118
2357,84623
2358,21273
2359,23074
2360,45718
2361,55812
2362,76165
2363,32894
2364,40057
2365,43949
2366,12074
2367,2301
2368,99182
2369,27208
2370,97814
2371,43382
2372,75488
2373,12705
2374,57019
2375,4955
2376,42302
2377,20737
2378,68454
2379,17737
2380,54765
2381,83125
2382,85209
2383,10102
2384,20960
2385,52350
2386,30810
2387,99904
2388,70916
2389,99031
2390,46178
2391,11403
2392,19966
2393,79626
2394,25030
2395,31985
2396,37621
2397,1616
2398,52969
2399,76051
2400,70773
2401,57667
2402,61281
2403,96999
2404,66946
2405,68394
2406,32855
2407,71337
2408,57512
2409,39434
2410,89243
2411,71720
2412,88143
2413,52055
2414,87351
2415,87104
2416,35893
2417,70287
2418,52126
2419,62621
2420,81647
2421,94997
2422,57144
2423,62818
2424,77118
2425,51881
2426,58340
2427,40854
2428,64662
2429,40850
2430,34835
2431,778
2432,13862
2433,68804
2434,51934
2435,42562
2436,14515
2437,3602
2438,64571
2439,40686
2440,1497
2441,83084
2442,81216
2443,46729
2444,37903
2445,30798
2446,5236
2447,19653
2448,26988
2449,87302
2450,90419
2451,45774
2452,34780
2453,80888
2454,61320
2455,32711
2456,91421
2457,33943
2458,63758
2459,10849
2460,530
2461,39297
2462,88904
2463,87982
2464,45439
2465,64048
2466,66695
2467,50798
2468,1736
2469,22661
2470,85163
2471,58814
2472,90237
2473,12865
2474,78406
2475,29518
2476,2545
2477,66851
2478,46877
2479,4726
2480,7206
2481,52559
2482,46270
2483,66424
2484,69573
2485,13836
2486,48195
2487,36170
2488,16642
2489,15303
2490,98361
2491,78811
2492,70991
2493,32211
2494,19486
2495,64991
2496,20434
2497,91212
2498,56364
2499,20099
2500,79321
2501,83037
2502,21360
2503,7582
2504,20995
